imdb_id	original_title	runtime	genres	TotalWordCount	UniqueWordCount	WordsPerMinute
tt0090793	Captain EO	17	Science Fiction	6552	326	385.4117647058824
tt0263734	Men with Brooms	102	Comedy	17938	1620	175.86274509803923
tt1485050	Paris by Night of the Living Dead	12	Horror	486	81	40.5
tt0216750	Total Western	105	Action, Foreign, Thriller	4984	1033	47.46666666666667
tt0829459	A Mighty Heart	100	Drama, Thriller	29235	1516	292.35
tt1989485	Dead Before Dawn 3D	88	Adventure, Comedy, Horror	6585	1340	74.82954545454545
tt1458503	Respire	90	Thriller, Horror	8966	958	99.62222222222222
tt0024302	Man's Castle	75	Drama, Romance	8396	1209	111.94666666666667
tt1837636	Queen of the Desert	128	Drama, History	8732	1810	68.21875
tt0076868	Valentino	128	Drama, History	24684	2197	192.84375
tt0055018	The Innocents	100	Horror	18400	1192	184
tt0023202	Me and My Gal	79	Drama, Comedy, Romance	28137	1339	356.1645569620253
tt0032851	Northwest Passage	126	Adventure, History, Western, Drama	34356	1739	272.6666666666667
tt0167059	The Book of Life	63	Comedy, Fantasy	15	5	0.23809523809523808
tt2140577	The Pretty One	90	Comedy, Drama	14900	1113	165.55555555555554
tt0074419	Dogs	90	Horror	10296	692	114.4
tt0385752	The Golden Compass	113	Adventure, Fantasy	24429	1317	216.18584070796462
tt0095953	Rain Man	133	Drama	28572	1751	214.82706766917292
tt0060661	The Man Called Flintstone	89	Adventure, Animation, Family, Romance, Mystery	15768	1234	177.1685393258427
tt0070424	My Ain Folk	55	Drama	5646	537	102.65454545454546
tt0052805	First Man Into Space	77	Drama, Horror, Science Fiction	21921	1370	284.68831168831167
tt2120120	Pixels	105	Action, Comedy, Science Fiction	39363	2026	374.8857142857143
tt0082010	An American Werewolf in London	97	Horror, Comedy	13584	1285	140.04123711340208
tt1926313	Pyaar Ka Punchnama	149	Drama, Comedy, Romance, Foreign	14243	1552	95.59060402684564
tt0149624	All the Pretty Horses	117	Drama, Romance, Western	20511	1044	175.30769230769232
tt0065063	Take the Money and Run	85	Comedy, Crime	16248	1629	191.1529411764706
tt0490166	London to Brighton	85	Crime, Drama, Thriller	17472	721	205.5529411764706
tt2102496	Cabin Fever: Patient Zero	91	Horror	12974	1154	142.57142857142858
tt0088272	Tightrope	115	Mystery, Thriller, Crime, Drama	4449	988	38.68695652173913
tt0081597	The Taming of the Shrew	126	Drama, Comedy, Romance	15630	1605	124.04761904761905
tt4073890	Andron	100	Action, Science Fiction	7392	766	73.92
tt1667903	Thor: Tales of Asgard	77	Adventure, Animation, Action	9322	1149	121.06493506493507
tt2281069	A Christmas Story 2	86	Comedy	27186	1805	316.1162790697674
tt0330760	The Pentagon Papers	92	Drama, Thriller, History	13444	2061	146.1304347826087
tt0469691	Pavee Lackeen: The Traveller Girl	87	Drama, Foreign	7378	1007	84.80459770114942
tt0099384	Death Spa	88	Horror	5853	1047	66.51136363636364
tt0349260	Country of My Skull	103	Romance, Drama	11006	1278	106.85436893203884
tt0092105	Tough Guys	104	Comedy, Crime	9224	1470	88.6923076923077
tt0048977	The Bad Seed	129	Crime, Drama, Horror, Thriller	16813	2063	130.33333333333334
tt0261755	Jackpot	97	NA	36303	1592	374.25773195876286
tt5052448	Get Out	104	Mystery, Thriller, Horror	22398	1278	215.3653846153846
tt1853563	Foo Fighters: Back and Forth	150	Music, Documentary	24278	1460	161.85333333333332
tt0117364	The Portrait of a Lady	144	Drama, Romance	21636	1467	150.25
tt1205489	Gran Torino	116	Drama	9679	1055	83.4396551724138
tt0067541	Wake in Fright	114	Drama, Thriller	16686	1022	146.3684210526316
tt1877832	X-Men: Days of Future Past	131	Action, Adventure, Fantasy, Science Fiction	24009	1378	183.27480916030535
tt4687464	Transpecos	86	Thriller	6876	1073	79.95348837209302
tt0108230	Strapped	104	Drama, Action	5143	890	49.45192307692308
tt0784972	The Brothers Solomon	93	Comedy	27081	1441	291.19354838709677
